8.419410612361691304e-03,2.070733903381874463e-04,-2.009580200135956812e-03,-1.535779538752271231e-02,-4.382880941323290952e-02,-7.272639848308798394e-02,-7.874194337023844581e-02,-5.013944396373239132e-02,2.449215978025922127e-02,4.006920327396397419e-02,1.616318549093717638e-02,5.447368826348816806e-03,-1.217348453586251239e-02,-3.703281234628134910e-02,-7.223681030863918218e-02,-1.011515813286845422e-01,-1.005313510670338140e-01,-6.075882653723248955e-02,2.983099582658427576e-02,4.872692629407211762e-02
-2.746555811726780760e-03,8.399446826682629985e-03,-1.322083104105826676e-02,-8.477529840057923538e-03,3.139712692456905763e-02,8.346499709936333611e-02,1.054381552877946965e-01,7.282003164511464954e-02,-3.522813005725079771e-02,-5.805692878524645190e-02,1.775567408847675277e-02,3.982125167611830219e-03,-1.008762286730082933e-02,-3.748298413933157103e-02,-8.345245812859496126e-02,-1.253098680047748936e-01,-1.293526892637892334e-01,-8.034934966876325357e-02,3.918566287003981408e-02,6.501335234934829677e-02
7.605634653148146684e-03,7.714326662517992372e-04,-2.769310543689852341e-03,-1.482390689672383015e-02,-3.853186826648760666e-02,-6.178164529027568158e-02,-6.580722004321822027e-02,-4.163449091790387413e-02,2.035974119042905164e-02,3.326365170497876805e-02,1.974717293262004403e-02,2.888715130599524283e-03,-8.690091637595154239e-03,-3.932021060678320828e-02,-9.610846511284155957e-02,-1.505114551656952515e-01,-1.586452343981497037e-01,-9.944129937332440994e-02,4.869049137749413558e-02,7.924927710154200389e-02
7.303963385325171198e-03,8.474374181755145452e-04,-2.835702822686867255e-03,-1.439790903481555882e-02,-3.677569744768401788e-02,-5.863704818659115636e-02,-6.236531895082201432e-02,-3.951153537892346940e-02,1.926911552098685768e-02,3.181066248338541846e-02,1.883650994870994522e-02,3.195876320809580562e-03,-9.012348898271588943e-03,-3.818708377306613555e-02,-9.079379821715753696e-02,-1.406595384310303232e-01,-1.476234617627791290e-01,-9.254788696320138952e-02,4.518949978672060636e-02,7.438538118245384412e-02
-2.658508991833286039e-03,8.114738811639925220e-03,-1.277459178466103240e-02,-8.103764019572669286e-03,3.055763082077075921e-02,8.097131913046373697e-02,1.021578674111272983e-01,7.020503204254270602e-02,-3.416702414548382361e-02,-5.493872682324166257e-02,2.094118647981885184e-02,2.006270180143432391e-03,-7.481446482923932717e-03,-3.997895631482385054e-02,-1.039707995791245010e-01,-1.667185122073051584e-01,-1.775437443434859652e-01,-1.120468343859929855e-01,5.473737240283732541e-02,8.963709631735204686e-02
-1.651624720018812775e-03,7.396336909565065509e-03,-1.179658763221359298e-02,-8.773960655763204941e-03,2.376907839757320257e-02,6.690471454646160221e-02,8.563706676440117904e-02,5.916820129837509212e-02,-2.874470829596870863e-02,-4.648347612034966353e-02,1.981375995604703344e-02,2.818415511064563395e-03,-8.587687792050442692e-03,-3.928151080600226358e-02,-9.648368095777212772e-02,-1.512468682958096333e-01,-1.593732107481362903e-01,-9.995512068813391937e-02,4.883427613724050653e-02,8.016227878178813770e-02
8.397797595449466024e-03,2.179137179218817999e-04,-2.020126658134398234e-03,-1.534131914648540103e-02,-4.374134429985347683e-02,-7.253959217996919229e-02,-7.851141980929668418e-02,-5.003698725647300061e-02,2.445213703701714855e-02,3.992627362385185730e-02,1.813530544852010040e-02,4.044302434663624157e-03,-1.026154818233908014e-02,-3.829101487524997488e-02,-8.535010119121999583e-02,-1.282647876076632443e-01,-1.324593828591135725e-01,-8.200298677269923786e-02,4.019343013990350766e-02,6.546348159697437663e-02
9.918142670092611191e-03,-8.832891333633435815e-04,-5.147502821457317079e-04,-1.634525107207333502e-02,-5.416130278415832999e-02,-9.404571068590869554e-02,-1.038188550755124590e-01,-6.687532800468817817e-02,3.263929763221082997e-02,5.331120353438901366e-02,1.857154780619615919e-02,3.733732862767825955e-03,-9.839782728620082713e-03,-3.857628300800761828e-02,-8.826572471603279235e-02,-1.342975702199188659e-01,-1.395668840467644833e-01,-8.672851859642449757e-02,4.253167499713905730e-02,6.900470849323984968e-02
8.615883369833668426e-03,6.058925237125908914e-05,-1.804918977182445178e-03,-1.548393994803159979e-02,-4.522607953025515465e-02,-7.560585834913885472e-02,-8.211853928259457702e-02,-5.243721100426675108e-02,2.561353578872236497e-02,4.186038814344340137e-02,1.825306560345341111e-02,3.959017571051874629e-03,-1.014587555272348021e-02,-3.836792385021280810e-02,-8.614585761874844760e-02,-1.299104289018999658e-01,-1.343986562164341536e-01,-8.329097071346103220e-02,4.082553286518574021e-02,6.644965622333749711e-02
8.643130793752062946e-03,3.501297235023945187e-05,-1.768537320179144195e-03,-1.550104086702194101e-02,-4.546615411422964825e-02,-7.609858132773920925e-02,-8.268102592469703249e-02,-5.284712081713487802e-02,2.581559760715826726e-02,4.217669401776858590e-02,1.918197584533853917e-02,3.296831348119637350e-03,-9.244689968339464547e-03,-3.896243442818804470e-02,-9.232901789463898723e-02,-1.426976898155256634e-01,-1.494540816819605045e-01,-9.331684201959675184e-02,4.572311848780352683e-02,7.431649503014396696e-02
