3.327520504171682658e-01,6.577163406384647359e-01,6.119532520219006511e-01,6.221332546943507680e-01,6.153744275295033317e-01,6.171078036463394367e-01,6.220157177735857745e-01,6.094742592565041139e-01,6.611664432017662074e-01,3.210903554435970975e-01,9.679103917158593529e-03,-5.717156122983169803e-03,8.426263742392494510e-03,-3.940044219606354120e-02,-4.774172103212117463e-02,-4.094360022873974603e-02,-3.227920318218557155e-02,-3.551973151337994156e-02,2.350489900866595261e-02,-8.388443381649707264e-03,1.051956010942772801e-02,-1.527943161593752625e-03,1.113238713239120443e-03,-2.821601251345294201e-02,-3.090873569445688751e-02,-2.822102344255957018e-02,-2.405368116350105334e-02,-2.753630056579367893e-02,1.775768638621248730e-02,-3.635551196844159783e-03,-7.193471319379356188e-03,4.456299550743734843e-03,-6.680573173175069317e-03,3.022034388236353661e-02,4.012034741942836769e-02,3.075114076813431629e-02,2.338974911696677095e-02,1.993678892070851333e-02,-1.601855686753399233e-02,2.061633415767658017e-02
3.324608694630298844e-01,6.577688190857773343e-01,6.119347098638936444e-01,6.221265864275679069e-01,6.147745942507976125e-01,6.165182551158105984e-01,6.224700900309546592e-01,6.097889533449114552e-01,6.606822626385738806e-01,3.227246991201395687e-01,-3.713024393556370317e-03,3.457029276781712485e-03,-5.612941603531277669e-03,2.472717410409403654e-02,3.600852958030673068e-02,3.080524257523588327e-02,1.534839973970400159e-02,8.868352189975574687e-03,-5.261986033244426056e-03,-2.919747508561554294e-03,8.574108325859315649e-03,-8.873084678074644877e-04,5.522161656524426226e-04,-2.713306764414297884e-02,-3.416277925158822670e-02,-2.676088396871399364e-02,-1.363895283634280337e-02,-1.066275878845401523e-02,6.465439808843056677e-03,1.579230363618046307e-03,6.262705353242040140e-03,-5.461459360459473139e-03,9.119401202924941677e-03,-4.527507061801840094e-02,-5.542181213538502349e-02,-5.057857371231393173e-02,-3.703320357486422632e-02,-4.020941767032414071e-02,2.514166670101688345e-02,-4.455976349913987056e-04
3.272479790621118934e-01,6.591167318916488771e-01,6.109578968875170046e-01,6.238861669090860484e-01,6.192037649595005799e-01,6.192681605880268059e-01,6.236201646401167142e-01,6.104057744210397152e-01,6.598219607988203839e-01,3.251689283241367967e-01,-2.533612916064869117e-03,1.776660997866134125e-03,-2.556264217435882599e-03,9.019526461875093659e-03,1.185988906473678037e-02,1.072124993011877581e-02,7.273031072153726684e-03,7.205502763043580491e-03,-4.140357798153912645e-03,-2.218537664920552238e-03,-6.134851641079859530e-03,6.577264401202847187e-03,-9.407123988397079334e-03,1.354467506527275156e-02,1.567064831249929263e-02,1.756221912273180086e-02,1.863050170879332335e-02,2.574084443785421700e-02,-1.415033154185001488e-02,-1.058960324991286422e-02,-8.366362041987386242e-04,7.549814690197803168e-04,-1.176954992878552833e-03,4.453698802211798584e-03,5.243904555557571054e-03,4.991803252870533059e-03,4.016176199675528490e-03,4.727302300216949457e-03,-2.849201840635843912e-03,-5.040182534658578517e-04
3.269529371212407387e-01,6.591689094457271469e-01,6.109472065328011015e-01,6.237964658444151711e-01,6.190137105560447051e-01,6.192984179834228886e-01,6.239294517128143314e-01,6.106919423372835221e-01,6.594909917150526546e-01,3.259379067104217764e-01,-3.654796459724784369e-03,2.252253842545804460e-03,-3.120854992847395173e-03,1.097505404168301266e-02,1.194544512554675947e-02,1.192811888183085631e-02,1.111078529803970379e-02,1.457671359206702370e-02,-8.419258127694933397e-03,-3.620338530184945280e-03,5.401815278645340224e-03,1.204315799409719917e-03,-2.615783831105065408e-03,-1.340096800069305247e-02,-1.675011723474263692e-02,-1.195643453871202827e-02,-3.821958898174381090e-03,-3.625367874777883810e-04,3.761062098385694469e-04,-3.244418562197634581e-04,2.885604010709301448e-04,8.066833596253493444e-04,-1.708109693852054994e-03,8.342252151420139969e-03,1.584984998623633831e-02,1.188720805827820151e-02,8.356723416954362459e-04,-5.865960104897576660e-03,3.252341748674518387e-03,1.587514495411904147e-03
3.284369064424832452e-01,6.587800913922308155e-01,6.112262261716518985e-01,6.233187491462776064e-01,6.180789309319025815e-01,6.186234025047450125e-01,6.234321538024875098e-01,6.104175556737275743e-01,6.598485826933104814e-01,3.249751131599478704e-01,6.273040267641541434e-03,-3.339148416782486244e-03,4.707242944076834440e-03,-2.189815979075187408e-02,-2.649240041351964142e-02,-2.434774787874313326e-02,-1.888003429216142046e-02,-2.100447045606316371e-02,1.230683468608515657e-02,4.232379980660200269e-03,8.298010332676960393e-03,5.512373237690978978e-05,-1.278837837595193407e-03,-1.775755939346068679e-02,-1.872584086688668797e-02,-1.525427158007023297e-02,-1.103238700683630349e-02,-1.281373719551683749e-02,7.151447640019323142e-03,4.738676611065778532e-03,2.506310203076685117e-03,-2.219185478367773599e-03,3.776927799470403309e-03,-1.962310168528560994e-02,-2.611056775760723508e-02,-2.233773828585008947e-02,-1.286790559902262210e-02,-1.141576637993425500e-02,7.024767325535254472e-03,7.883004395375925455e-04
3.323477358115725089e-01,6.578434658514094036e-01,6.118352403020155261e-01,6.224760445214012616e-01,6.149763484584584994e-01,6.172780876302206288e-01,6.229542309151749890e-01,6.102283025319754639e-01,6.600691085704580852e-01,3.246485662047371434e-01,9.185905173882173702e-03,-5.344325996986080962e-03,7.899680101871546858e-03,-3.751050471636269146e-02,-4.952336296533950410e-02,-3.940500305369288442e-02,-2.296198508729669838e-02,-2.075511830865626323e-02,1.203917028290727234e-02,5.529709290028606006e-03,-2.129419108571201091e-03,5.419937324111176805e-03,-8.483260675798751441e-03,1.189440333938191277e-02,2.119757091340415678e-02,1.862954581555216482e-02,8.912715679087749449e-03,6.007625531973901506e-03,-3.697165596905702470e-03,-7.573339145225538305e-04,-6.767810611215986649e-03,5.065710165743607385e-03,-8.058350172030104286e-03,3.760906963004327641e-02,4.944699439201662161e-02,3.728481772758971552e-02,2.441520194382161210e-02,2.545076820247208632e-02,-1.514942543440259484e-02,-4.562541228844377295e-03
3.312562500450542124e-01,6.580958101294592799e-01,6.116902420413365959e-01,6.225689306871953210e-01,6.159827159727865320e-01,6.172911333967106007e-01,6.227774719895590172e-01,6.098959985949359286e-01,6.605009461889568279e-01,3.233581437046324503e-01,-9.851735396875213602e-03,6.741414696559771061e-03,-1.009911094939271517e-02,4.317794229385044785e-02,5.372787159004131785e-02,4.849090381492823787e-02,3.466712758057448329e-02,3.819547435640226196e-02,-2.307365431221911414e-02,-4.407311949116018979e-03,8.366175383594173787e-03,-7.960808306807804630e-04,4.203841267299002205e-04,-2.659759872657782229e-02,-3.451611122638830603e-02,-2.819664928761932143e-02,-1.428447109704262044e-02,-1.058541936426654617e-02,6.353159727956322542e-03,2.085017641910852371e-03,-1.885812647070194900e-04,-1.202097938753628279e-04,4.100483558865490596e-04,-3.690277026103269339e-03,-7.851324426513773755e-03,-4.851385220607414873e-03,1.725900791618445972e-03,5.960887523491400185e-03,-3.610888621146914317e-03,-1.758989862622756944e-04
3.286936401051674395e-01,6.587704234247506729e-01,6.112029487230348224e-01,6.234136139451302849e-01,6.180282663415810340e-01,6.184195193847163985e-01,6.231121018594488747e-01,6.102772855658765705e-01,6.600156684327116441e-01,3.247182456609971624e-01,5.351157217246112208e-03,-2.303226257197551682e-03,2.937464769263269711e-03,-1.340321309636945818e-02,-8.386199092898560803e-03,-1.175173444818399145e-02,-2.211942770888507964e-02,-2.916012598542640222e-02,1.696206461744387273e-02,6.662737822242274441e-03,3.130886124864655767e-03,2.534245051616980295e-03,-4.482098399183059335e-03,-5.036627667430678551e-03,-4.044233273142833381e-03,-2.883780041974589453e-03,-2.079452160855479841e-03,-1.269037575179160146e-03,9.011002341866262023e-04,-5.091991688626357898e-04,-3.683591998550193869e-03,3.693030162453351042e-03,-6.276351617893170982e-03,3.002686413112616234e-02,4.139036384913404032e-02,3.799297589344642623e-02,2.501837638374115880e-02,1.281179592163513188e-02,-8.523297486516017568e-03,2.074330167455590290e-03
3.291714895425569276e-01,6.586835556925235702e-01,6.112237931262105572e-01,6.235507910715540891e-01,6.179248223032020038e-01,6.183952561915698753e-01,6.232719726225992574e-01,6.102759246464484200e-01,6.599941620269680342e-01,3.248315052015644522e-01,-1.288195332442362492e-03,8.566594880893303038e-04,-1.110012412044444636e-03,2.399130142864440516e-03,3.411097420449516436e-03,3.916727035264890890e-03,2.504739296755867893e-03,3.245909919218785238e-03,-1.849463103627960571e-03,-1.020858946913023174e-03,-1.011767091759397524e-02,9.142599081060803420e-03,-1.322220076015523729e-02,3.040891694693392822e-02,4.198349236550703162e-02,3.874565081809376588e-02,2.620072855066387513e-02,2.759447515246159569e-02,-1.624163751645590209e-02,-5.865506771041265055e-03,-2.101421680804056377e-03,1.599233149047199314e-03,-2.465263419346888033e-03,1.034021850531620552e-02,1.050956192153086090e-02,1.076200977552804403e-02,1.100450426639122160e-02,1.469742039085247982e-02,-9.028483324625715539e-03,-5.136815915416127754e-04
3.278785383777427231e-01,6.589537378723231420e-01,6.110712478624885646e-01,6.237181811889197514e-01,6.188863167139075916e-01,6.190306719363403154e-01,6.231526247185392720e-01,6.095528832538568142e-01,6.608573126472765402e-01,3.223747034067587780e-01,6.076348924885172434e-04,-8.702860421646663527e-06,3.326708815307275087e-05,-1.083099732080535210e-03,5.761994223891990334e-03,3.175921089303843786e-03,-7.699127918458319869e-03,-1.601933984233482045e-02,9.204544027650880117e-03,3.626412296992870266e-03,-1.011940700412739327e-02,8.155061210575883027e-03,-1.081534959617269295e-02,1.992059498895029299e-02,2.373353411362564766e-02,2.438074587561737949e-02,2.261458389535736871e-02,2.984432576867846604e-02,-1.654818861415405934e-02,-1.155357951197346147e-02,-4.515518129275881282e-03,2.632618979587093063e-03,-3.690332761163216818e-03,1.510027935105657734e-02,1.219712231865567945e-02,1.484190556365031118e-02,1.997616525445776101e-02,3.021660456086000535e-02,-1.794485679134601164e-02,-4.241554793601998163e-03
