6.409249690103437924e-01,7.537037006732463240e-01
2.465298843778029603e-01,8.064865524601246838e-01
4.907499049027069238e-01,6.467255396918422106e-01
5.657699085399359173e-01,9.010709049046236041e-01
2.001227658578825508e-01,9.482670025599281294e-01
5.774696562395453814e-01,4.957942324048947857e-01
5.405682824839244116e-01,9.488774387205878291e-01
5.417650223018041222e-01,8.925707680820296197e-01
5.411999387888513091e-01,5.494933019269105934e-01
5.365226385973809187e-01,5.422232258828948437e-01
5.734968456865675579e-01,8.900339903764041827e-01
3.836747611103055178e-01,5.653946439776379451e-01
5.600138887861304537e-01,6.449647975688835855e-01
5.038361376927501523e-01,5.959469424615115862e-01
5.392076730150149322e-01,8.753206395665110717e-01
3.986494548897971946e-01,7.060236327907138953e-01
4.941220179257883593e-01,4.910618335329029471e-01
4.453420062243830246e-01,5.330385273660523948e-01
2.350066407873316332e-01,8.422872088699453474e-01
3.992408136553872722e-01,7.366320201106011378e-01
6.104857566483589126e-01,9.717285187706202754e-01
2.495224916792977976e-01,9.725041883960259259e-01
3.216444689270674950e-01,6.113292656311374307e-01
5.978761841050983517e-01,4.953505224899278359e-01
2.526055722625611399e-01,8.225725166422255263e-01
5.048458780290757675e-01,6.280043315326298003e-01
3.108295041866411812e-01,8.531970226911161914e-01
1.695588695002470669e-01,5.512641314022606043e-01
2.031748048678412855e-01,8.487287828397701572e-01
3.873147278366174673e-01,7.786314718884229658e-01
3.278148271446295614e-01,8.528251209148214329e-01
2.941130119395631848e-01,8.578569725501739018e-01
6.293962817218127226e-01,8.855433009583942860e-01
3.753019727890352097e-01,6.510283073050234792e-01
5.883219655792623071e-01,9.092008128887982821e-01
5.211665009620159994e-01,5.824444410390292592e-01
3.157007727328324798e-01,8.073954143884778389e-01
4.390093601203263751e-01,7.746994667617091990e-01
1.533001854360240279e-01,8.951127069607678344e-01
6.116146048219452958e-01,9.905978872220368991e-01
2.610877273817618360e-01,5.490121558551909198e-01
5.683277118321470311e-01,9.217264707653849420e-01
4.561741102167883311e-01,9.803198960076950907e-01
1.553871694578065898e-01,9.689350373254908000e-01
4.699721991008046773e-01,6.987746240399477227e-01
4.978365497903238235e-01,9.472898949702248661e-01
5.858687435354360540e-01,9.250749485517524295e-01
4.492461445251851870e-01,5.906552945311720482e-01
5.922137121163654205e-01,9.630767335510880267e-01
4.603656161315522466e-01,5.846062866092298638e-01
3.619040943384264075e-01,7.165626648483456318e-01
5.605735302460601588e-01,5.475121864527310311e-01
3.668492191737201535e-01,7.095756556378537416e-01
4.737037422980755474e-01,8.317748874747104004e-01
4.630159545275809307e-01,6.714632481711337864e-01
2.619093677681625376e-01,7.660921304334890047e-01
4.005645204345666399e-01,7.979582986440274528e-01
5.096268499169961386e-01,8.812542644174469197e-01
4.421825966236203054e-01,6.893347114209856796e-01
6.355337301967152186e-01,6.499250733353320042e-01
4.166519607773115919e-01,7.246919058162998306e-01
1.857976333857923879e-01,8.243845143834821476e-01
1.670082586778320610e-01,6.429094397555625839e-01
6.001319263855008357e-01,9.782260576530525942e-01
4.121816874258211194e-01,7.723927545850576282e-01
1.334637898956776147e-01,5.162045020403577267e-01
5.358581586184527623e-01,5.709743937563941385e-01
