0.000000000000000000e+00,4.127740986162595771e-01,5.992625357273069220e-01
5.000000000109139364e-03,4.127740986162595771e-01,5.992625357273069220e-01
1.000000000021827873e-02,4.127836198793717881e-01,5.992616253141558325e-01
1.500000000032741809e-02,4.127738299248524534e-01,5.992630329867670858e-01
2.000000000043655746e-02,4.127724749190721520e-01,5.992627484983733543e-01
2.500000000054569682e-02,4.127774491953514202e-01,5.992612304368449827e-01
3.000000000065483619e-02,4.127815437139897292e-01,5.992594967842136411e-01
3.500000000076397555e-02,4.127870160012384604e-01,5.992565701367008613e-01
4.000000000087311491e-02,4.127965696911687354e-01,5.992516216505066051e-01
4.500000000098225428e-02,4.128100973479846836e-01,5.992444651875605821e-01
5.000000000109139364e-02,4.128278576222269569e-01,5.992346467062555915e-01
5.500000000120053301e-02,4.128509455184423693e-01,5.992214790254818402e-01
6.000000000130967237e-02,4.128802299358323435e-01,5.992043720994357781e-01
6.500000000141881173e-02,4.129163959664344241e-01,5.991827534470410832e-01
7.000000000152795110e-02,4.129602621114328853e-01,5.991559734195749387e-01
7.500000000163709046e-02,4.130127010781476926e-01,5.991233603314859435e-01
8.000000000174622983e-02,4.130745531365872525e-01,5.990842472777048178e-01
8.500000000185536919e-02,4.131466650637015681e-01,5.990379513064933992e-01
9.000000000196450856e-02,4.132299047527412950e-01,5.989837727183476845e-01
9.500000000207364792e-02,4.133251420399700615e-01,5.989210064694614477e-01
1.000000000021827873e-01,4.134332454606345353e-01,5.988489434601720340e-01
1.050000000022919266e-01,4.135550861996000749e-01,5.987668694373430300e-01
1.100000000024010660e-01,4.136915352079671981e-01,5.986740676770444525e-01
1.150000000025102054e-01,4.138434598871311154e-01,5.985698214033883247e-01
1.200000000026193447e-01,4.140117233899652249e-01,5.984534146879628702e-01
1.250000000027284841e-01,4.141971835556553794e-01,5.983241335441570330e-01
1.300000000028376235e-01,4.144006911863399312e-01,5.981812672980315604e-01
1.350000000029467628e-01,4.146230887730460446e-01,5.980241096363215769e-01
1.400000000030559022e-01,4.148652094812614877e-01,5.978519594526723324e-01
1.450000000031650416e-01,4.151278760414306435e-01,5.976641216904611253e-01
1.500000000032741809e-01,4.154118996915489581e-01,5.974599081105416154e-01
1.550000000033833203e-01,4.157180792550382864e-01,5.972386379443517246e-01
1.600000000034924597e-01,4.160472002740016051e-01,5.969996384790142718e-01
1.650000000036015990e-01,4.164000341802949201e-01,5.967422455897268829e-01
1.700000000037107384e-01,4.167773375310032669e-01,5.964658042107912062e-01
1.750000000038198777e-01,4.171798513027581423e-01,5.961696687521931270e-01
1.800000000039290171e-01,4.176083002314807668e-01,5.958532034727752613e-01
1.850000000040381565e-01,4.180633921976904532e-01,5.955157828140128506e-01
1.900000000041472958e-01,4.185458176576662415e-01,5.951567916978934836e-01
1.950000000042564352e-01,4.190562491162103109e-01,5.947756257943810354e-01
2.000000000043655746e-01,4.195953406380495410e-01,5.943716917631198804e-01
2.050000000044747139e-01,4.201637273965194153e-01,5.939444074729978151e-01
2.100000000045838533e-01,4.207620252576314002e-01,5.934932022032199939e-01
2.150000000046929927e-01,4.213908303974784331e-01,5.930175168294203880e-01
2.200000000048021320e-01,4.220507189513118540e-01,5.925168039979462620e-01
2.250000000049112714e-01,4.227422466929153799e-01,5.919905282911369637e-01
2.300000000050204108e-01,4.234659487428661384e-01,5.914381663862544602e-01
2.350000000051295501e-01,4.242223393044042279e-01,5.908592072104955628e-01
2.400000000052386895e-01,4.250119114257802644e-01,5.902531520942829735e-01
2.450000000053478288e-01,4.258351367881100247e-01,5.896195149248155687e-01
2.500000000054569682e-01,4.266924655178218062e-01,5.889578223016811442e-01
2.550000000055661076e-01,4.275843260228532894e-01,5.882676136961660918e-01
2.600000000056752469e-01,4.285111248519652971e-01,5.875484416156704359e-01
2.650000000057843863e-01,4.294732465765287999e-01,5.867998717745117609e-01
2.700000000058935257e-01,4.304710536942698007e-01,5.860214832722178135e-01
2.750000000060026650e-01,4.315048865545686452e-01,5.852128687802472529e-01
2.800000000061118044e-01,4.325750633049542659e-01,5.843736347379299145e-01
2.850000000062209438e-01,4.336818798585059809e-01,5.835034015582755140e-01
2.900000000063300831e-01,4.348256098819973103e-01,5.826018038441437286e-01
2.950000000064392225e-01,4.360065048046453118e-01,5.816684906151313728e-01
3.000000000065483619e-01,4.372247938473632356e-01,5.807031255454127017e-01
3.050000000066575012e-01,4.384806840725614663e-01,5.797053872126012308e-01
3.100000000067666406e-01,4.397743604544975260e-01,5.786749693576053177e-01
3.150000000068757799e-01,4.411059859702805008e-01,5.776115811552987589e-01
3.200000000069849193e-01,4.424757017116535684e-01,5.765149474957136366e-01
3.250000000070940587e-01,4.438836270177233811e-01,5.753848092753260923e-01
3.300000000072031980e-01,4.453298596288262079e-01,5.742209236978944586e-01
3.350000000073123374e-01,4.468144758617298984e-01,5.730230645841940529e-01
3.400000000074214768e-01,4.483375308064126985e-01,5.717910226898543780e-01
3.450000000075306161e-01,4.498990585446421275e-01,5.705246060304098865e-01
3.500000000076397555e-01,4.514990723905714098e-01,5.692236402125568917e-01
3.550000000077488949e-01,4.531375651535933802e-01,5.678879687704891932e-01
3.600000000078580342e-01,4.548145094236216157e-01,5.665174535060960581e-01
3.650000000079671736e-01,4.565298578789936390e-01,5.651119748316844049e-01
3.700000000080763130e-01,4.582835436170987209e-01,5.636714321138008854e-01
3.750000000081854523e-01,4.600754805078512977e-01,5.621957440166233111e-01
3.800000000082945917e-01,4.619055635700026197e-01,5.606848488433079369e-01
3.850000000084037310e-01,4.637736693702642632e-01,5.591387048735960708e-01
3.900000000085128704e-01,4.656796564451545217e-01,5.575572906958796704e-01
3.950000000086220098e-01,4.676233657453174319e-01,5.559406055318980577e-01
4.000000000087311491e-01,4.696046211020566408e-01,5.542886695521268559e-01
4.050000000088402885e-01,4.716232297156773834e-01,5.526015241798851729e-01
4.100000000089494279e-01,4.736789826651069957e-01,5.508792323821402048e-01
4.150000000090585672e-01,4.757716554381659080e-01,5.491218789449425763e-01
4.200000000091677066e-01,4.779010084817150172e-01,5.473295707313958758e-01
4.250000000092768460e-01,4.800667877707648357e-01,5.455024369200586198e-01
4.300000000093859853e-01,4.822687253955001974e-01,5.436406292216451330e-01
4.350000000094951247e-01,4.845065401649957804e-01,5.417443220719411201e-01
4.400000000096042641e-01,4.867799382262513186e-01,5.398137127988240636e-01
4.450000000097134034e-01,4.890886136970201692e-01,5.378490217613477453e-01
4.500000000098225428e-01,4.914322493107265988e-01,5.358504924588812779e-01
4.550000000099316821e-01,4.938105170715888503e-01,5.338183916083651948e-01
4.600000000100408215e-01,4.962230789179123969e-01,5.317530091878266418e-01
4.650000000101499609e-01,4.986695873913514210e-01,5.296546584443834194e-01
4.700000000102591002e-01,5.011496863097416599e-01,5.275236758650904134e-01
4.750000000103682396e-01,5.036630114409593739e-01,5.253604211091086329e-01
4.800000000104773790e-01,5.062091911751309681e-01,5.231652768998055203e-01
4.850000000105865183e-01,5.087878471923195089e-01,5.209386488755755051e-01
4.900000000106956577e-01,5.113985951227061344e-01,5.186809653983412982e-01
4.950000000108047971e-01,5.140410451961558991e-01,5.163926773188700636e-01
5.000000000109139364e-01,5.167148028779217084e-01,5.140742576982740841e-01
5.050000000110230758e-01,5.194194694871875351e-01,5.117262014852491658e-01
5.100000000111322151e-01,5.221546427950022329e-01,5.093490251488747012e-01
5.150000000112413545e-01,5.249199175981841270e-01,5.069432662669979273e-01
5.200000000113504939e-01,5.277148862656524386e-01,5.045094830705217914e-01
5.250000000114596332e-01,5.305391392537021078e-01,5.020482539441389891e-01
5.300000000115687726e-01,5.333922655867062712e-01,4.995601768843475066e-01
5.350000000116779120e-01,5.362738532997938234e-01,4.970458689158387955e-01
5.400000000117870513e-01,5.391834898401183240e-01,4.945059654676369210e-01
5.450000000118961907e-01,5.421207624234306577e-01,4.919411197106281497e-01
5.500000000120053301e-01,5.450852583428206222e-01,4.893520018584065490e-01
5.550000000121144694e-01,5.480765652266487153e-01,4.867392984336161299e-01
5.600000000122236088e-01,5.510942712428759105e-01,4.841037115022464032e-01
5.650000000123327482e-01,5.541379652472880890e-01,4.814459578785728056e-01
