0.000000000000000000e+00,4.127740986162595771e-01,5.992625357273069220e-01
4.999999999995452526e-03,4.127740986162595771e-01,5.992625357273069220e-01
9.999999999990905053e-03,4.127763806735157970e-01,5.992623604103273216e-01
1.499999999998635758e-02,4.127740385971897519e-01,5.992626616089009595e-01
1.999999999998181011e-02,4.127736975943365749e-01,5.992625839422721645e-01
2.499999999997726263e-02,4.127748617570292655e-01,5.992622288651905382e-01
2.999999999997271516e-02,4.127757855008626353e-01,5.992618106263563060e-01
3.499999999996816769e-02,4.127770155478268088e-01,5.992610921147621950e-01
3.999999999996362021e-02,4.127791784778427342e-01,5.992598812044183099e-01
4.499999999995907274e-02,4.127822387117964231e-01,5.992581255604186863e-01
4.999999999995452526e-02,4.127862519476772074e-01,5.992557072849715727e-01
5.499999999994997779e-02,4.127914680974747452e-01,5.992524568597599188e-01
5.999999999994543032e-02,4.127980830497360309e-01,5.992482267784933203e-01
6.499999999994088284e-02,4.128062501882340807e-01,5.992428718636072515e-01
6.999999999993633537e-02,4.128161536739829440e-01,5.992362287507172480e-01
7.499999999993178790e-02,4.128279899251727780e-01,5.992281289719740833e-01
7.999999999992724042e-02,4.128419478579902213e-01,5.992184047821548232e-01
8.499999999992269295e-02,4.128582178323572105e-01,5.992068844692777230e-01
8.999999999991814548e-02,4.128769949481929658e-01,5.991933924498146213e-01
9.499999999991359800e-02,4.128984747331552185e-01,5.991777519574578159e-01
9.999999999990905053e-02,4.129228524558494207e-01,5.991597853864809586e-01
1.049999999999045031e-01,4.129503240238132644e-01,5.991393141491303531e-01
1.099999999998999556e-01,4.129810853464190856e-01,5.991161593893744586e-01
1.149999999998954081e-01,4.130153316219232762e-01,5.990901426118888651e-01
1.199999999998908606e-01,4.130532572075210629e-01,5.990610859659811771e-01
1.249999999998863132e-01,4.130950554001298625e-01,5.990288125763276739e-01
1.299999999998817657e-01,4.131409180746026810e-01,5.989931469301854605e-01
1.349999999998772182e-01,4.131910354260046048e-01,5.989539151861474897e-01
1.399999999998726707e-01,4.132455957685389758e-01,5.989109454347897321e-01
1.449999999998681233e-01,4.133047853130047411e-01,5.988640679552711399e-01
1.499999999998635758e-01,4.133687879572815471e-01,5.988131154508663512e-01
1.549999999998590283e-01,4.134377851075011767e-01,5.987579232549424813e-01
1.599999999998544808e-01,4.135119555114198375e-01,5.986983295181022013e-01
1.649999999998499334e-01,4.135914751003949008e-01,5.986341753797125298e-01
1.699999999998453859e-01,4.136765168459157205e-01,5.985653051218210452e-01
1.749999999998408384e-01,4.137672506292054964e-01,5.984915663070490277e-01
1.799999999998362910e-01,4.138638431207870005e-01,5.984128099029070169e-01
1.849999999998317435e-01,4.139664576700387566e-01,5.983288903933678959e-01
1.899999999998271960e-01,4.140752542047269613e-01,5.982396658784401300e-01
1.949999999998226485e-01,4.141903891394633774e-01,5.981449981629438639e-01
1.999999999998181011e-01,4.143120152923725485e-01,5.980447528354765341e-01
2.049999999998135536e-01,4.144402818095950236e-01,5.979387993383417088e-01
2.099999999998090061e-01,4.145753340971490286e-01,5.978270110292093209e-01
2.149999999998044586e-01,4.147173137596096293e-01,5.977092652352679059e-01
2.199999999997999112e-01,4.148663585451739522e-01,5.975854433005294286e-01
2.249999999997953637e-01,4.150226022967482553e-01,5.974554306268821113e-01
2.299999999997908162e-01,4.151861749086606101e-01,5.973191167094648035e-01
2.349999999997862687e-01,4.153572022886415915e-01,5.971763951668849213e-01
2.399999999997817213e-01,4.155358063247645561e-01,5.970271637667462494e-01
2.449999999997771738e-01,4.157221048570300947e-01,5.968713244469325829e-01
2.499999999997726263e-01,4.159162116533230424e-01,5.967087833330421143e-01
2.549999999997680789e-01,4.161182363894724290e-01,5.965394507523440470e-01
2.599999999997635314e-01,4.163282846331737286e-01,5.963632412445931674e-01
